X,Y,ASCII,Foreground,Background
82,2,32,#000000,#000000
83,2,32,#000000,#000000
84,2,32,#000000,#000000
85,2,32,#000000,#000000
86,2,32,#000000,#000000
87,2,32,#000000,#000000
88,2,32,#000000,#000000
89,2,32,#000000,#000000
90,2,32,#000000,#000000
91,2,32,#000000,#000000
92,2,32,#000000,#000000
93,2,32,#000000,#000000
94,2,32,#000000,#000000
95,2,32,#000000,#000000
96,2,32,#000000,#000000
97,2,32,#000000,#000000
98,2,32,#000000,#000000
99,2,32,#000000,#000000
100,2,32,#000000,#000000
101,2,32,#000000,#000000
102,2,32,#000000,#000000
103,2,32,#000000,#000000
104,2,32,#000000,#000000
105,2,32,#000000,#000000
106,2,32,#000000,#000000
107,2,32,#000000,#000000
108,2,32,#000000,#000000
109,2,32,#000000,#000000
110,2,32,#000000,#000000
111,2,32,#000000,#000000
0,3,32,#000000,#000000
1,3,32,#000000,#000000
2,3,32,#000000,#000000
3,3,32,#000000,#000000
4,3,32,#000000,#000000
5,3,32,#000000,#000000
6,3,32,#000000,#000000
7,3,32,#000000,#000000
8,3,32,#000000,#000000
9,3,32,#000000,#000000
10,3,32,#000000,#000000
11,3,32,#000000,#000000
12,3,32,#000000,#000000
13,3,32,#000000,#000000
14,3,32,#000000,#000000
15,3,32,#000000,#000000
16,3,32,#000000,#000000
17,3,32,#000000,#000000
18,3,32,#000000,#000000
19,3,32,#000000,#000000
20,3,32,#000000,#000000
21,3,32,#000000,#000000
22,3,32,#000000,#000000
23,3,32,#000000,#000000
24,3,32,#000000,#000000
25,3,32,#000000,#000000
26,3,32,#000000,#000000
27,3,32,#000000,#000000
28,3,32,#000000,#000000
29,3,32,#000000,#000000
30,3,32,#000000,#000000
31,3,32,#000000,#000000
32,3,32,#000000,#000000
33,3,32,#000000,#000000
34,3,32,#000000,#000000
35,3,32,#000000,#000000
36,3,32,#000000,#000000
37,3,32,#000000,#000000
38,3,32,#000000,#000000
39,3,32,#000000,#000000
40,3,32,#000000,#000000
41,3,32,#000000,#000000
42,3,32,#000000,#000000
43,3,32,#000000,#000000
44,3,32,#000000,#000000
45,3,32,#000000,#000000
46,3,32,#000000,#000000
47,3,32,#000000,#000000
48,3,32,#000000,#000000
49,3,32,#000000,#000000
50,3,32,#000000,#000000
51,3,32,#000000,#000000
52,3,32,#000000,#000000
53,3,32,#000000,#000000
54,3,32,#000000,#000000
55,3,32,#000000,#000000
56,3,32,#000000,#000000
57,3,32,#000000,#000000
58,3,32,#000000,#000000
59,3,32,#000000,#000000
60,3,32,#000000,#000000
61,3,32,#000000,#000000
62,3,32,#000000,#000000
63,3,32,#000000,#000000
64,3,32,#000000,#000000
65,3,32,#000000,#000000
66,3,32,#000000,#000000
67,3,32,#000000,#000000
68,3,32,#000000,#000000
69,3,32,#000000,#000000
70,3,32,#000000,#000000
71,3,32,#000000,#000000
72,3,32,#000000,#000000
73,3,32,#000000,#000000
74,3,32,#000000,#000000
75,3,32,#000000,#000000
76,3,32,#000000,#000000
77,3,32,#000000,#000000
78,3,32,#000000,#000000
79,3,32,#000000,#000000
80,3,32,#000000,#000000
81,3,32,#000000,#000000
82,3,32,#000000,#000000
83,3,32,#000000,#000000
84,3,32,#000000,#000000
85,3,32,#000000,#000000
86,3,32,#000000,#000000
87,3,32,#000000,#000000
88,3,32,#000000,#000000
89,3,32,#000000,#000000
90,3,32,#000000,#000000
91,3,32,#000000,#000000
92,3,32,#000000,#000000
93,3,32,#000000,#000000
94,3,32,#000000,#000000
95,3,32,#000000,#000000
96,3,32,#000000,#000000
97,3,0,#000000,#000000
98,3,32,#000000,#000000
99,3,32,#000000,#000000
100,3,32,#000000,#000000
101,3,32,#000000,#000000
102,3,32,#000000,#000000
103,3,32,#000000,#000000
104,3,32,#000000,#000000
105,3,32,#000000,#000000
106,3,32,#000000,#000000
107,3,32,#000000,#000000
108,3,32,#000000,#000000
109,3,32,#000000,#000000
110,3,32,#000000,#000000
111,3,32,#000000,#000000
0,4,32,#000000,#000000
1,4,32,#000000,#000000
2,4,32,#000000,#000000
3,4,32,#000000,#000000
4,4,32,#000000,#000000
5,4,32,#000000,#000000
6,4,32,#000000,#000000
7,4,32,#000000,#000000
8,4,32,#000000,#000000
9,4,32,#000000,#000000
10,4,32,#000000,#000000
11,4,32,#000000,#000000
12,4,32,#000000,#000000
13,4,32,#000000,#000000
14,4,32,#000000,#000000
15,4,32,#000000,#000000
16,4,32,#000000,#000000
17,4,32,#000000,#000000
18,4,32,#000000,#000000
19,4,32,#000000,#000000
20,4,32,#000000,#000000
21,4,32,#000000,#000000
22,4,32,#000000,#000000
23,4,32,#000000,#000000
24,4,32,#000000,#000000
25,4,32,#000000,#000000
26,4,32,#000000,#000000
27,4,32,#000000,#000000
28,4,32,#000000,#000000
29,4,32,#000000,#000000
30,4,32,#000000,#000000
31,4,32,#000000,#000000
32,4,32,#000000,#000000
33,4,32,#000000,#000000
34,4,32,#000000,#000000
35,4,32,#000000,#000000
36,4,32,#000000,#000000
37,4,32,#000000,#000000
38,4,32,#000000,#000000
39,4,32,#000000,#000000
40,4,32,#000000,#000000
41,4,32,#000000,#000000
42,4,32,#000000,#000000
43,4,32,#000000,#000000
44,4,32,#000000,#000000
45,4,32,#000000,#000000
46,4,32,#000000,#000000
47,4,32,#000000,#000000
48,4,32,#000000,#000000
49,4,32,#000000,#000000
50,4,32,#000000,#000000
51,4,32,#000000,#000000
52,4,32,#000000,#000000
53,4,32,#000000,#000000
54,4,32,#000000,#000000
55,4,32,#000000,#000000
56,4,32,#000000,#000000
57,4,32,#000000,#000000
58,4,32,#000000,#000000
59,4,32,#000000,#000000
60,4,32,#000000,#000000
61,4,32,#000000,#000000
62,4,32,#000000,#000000
63,4,32,#000000,#000000
64,4,32,#000000,#000000
65,4,32,#000000,#000000
66,4,32,#000000,#000000
67,4,32,#000000,#000000
68,4,32,#000000,#000000
69,4,32,#000000,#000000
70,4,32,#000000,#000000
71,4,32,#000000,#000000
72,4,32,#000000,#000000
73,4,32,#000000,#000000
74,4,32,#000000,#000000
75,4,32,#000000,#000000
76,4,32,#000000,#000000
77,4,32,#000000,#000000
78,4,32,#000000,#000000
79,4,32,#000000,#000000
80,4,32,#000000,#000000
81,4,32,#000000,#000000
82,4,32,#000000,#000000
83,4,32,#000000,#000000
84,4,32,#000000,#000000
85,4,32,#000000,#000000
86,4,32,#000000,#000000
87,4,32,#000000,#000000
88,4,32,#000000,#000000
89,4,32,#000000,#000000
90,4,32,#000000,#000000
91,4,32,#000000,#000000
92,4,32,#000000,#000000
93,4,32,#000000,#000000
94,4,32,#000000,#000000
95,4,32,#000000,#000000
96,4,32,#000000,#000000
97,4,32,#000000,#000000
98,4,32,#000000,#000000
99,4,32,#000000,#000000
100,4,32,#000000,#000000
101,4,32,#000000,#000000
102,4,32,#000000,#000000
103,4,32,#000000,#000000
104,4,32,#000000,#000000
105,4,32,#000000,#000000
106,4,32,#000000,#000000
107,4,32,#000000,#000000
108,4,32,#000000,#000000
109,4,32,#000000,#000000
110,4,32,#000000,#000000
111,4,32,#000000,#000000
0,5,32,#000000,#000000
1,5,32,#000000,#000000
2,5,32,#000000,#000000
3,5,32,#000000,#000000
4,5,32,#000000,#000000
5,5,32,#000000,#000000
6,5,32,#000000,#000000
7,5,32,#000000,#000000
8,5,32,#000000,#000000
9,5,32,#000000,#000000
10,5,32,#000000,#000000
11,5,32,#000000,#000000
12,5,32,#000000,#000000
13,5,32,#000000,#000000
14,5,32,#000000,#000000
15,5,32,#000000,#000000
16,5,32,#000000,#000000
17,5,32,#000000,#000000
18,5,32,#000000,#000000
19,5,32,#000000,#000000
20,5,32,#000000,#000000
21,5,32,#000000,#000000
22,5,32,#000000,#000000
23,5,32,#000000,#000000
24,5,32,#000000,#000000
25,5,32,#000000,#000000
26,5,32,#000000,#000000
27,5,32,#000000,#000000
28,5,32,#000000,#000000
29,5,32,#000000,#000000
30,5,32,#000000,#000000
31,5,32,#000000,#000000
32,5,32,#000000,#000000
33,5,32,#000000,#000000
34,5,32,#000000,#000000
35,5,32,#000000,#000000
36,5,32,#000000,#000000
37,5,32,#000000,#000000
38,5,32,#000000,#000000
39,5,32,#000000,#000000
40,5,32,#000000,#000000
41,5,32,#000000,#000000
42,5,32,#000000,#000000
43,5,32,#000000,#000000
44,5,32,#000000,#000000
45,5,32,#000000,#000000
46,5,32,#000000,#000000
47,5,32,#000000,#000000
48,5,32,#000000,#000000
49,5,32,#000000,#000000
50,5,32,#000000,#000000
51,5,32,#000000,#000000
52,5,32,#000000,#000000
53,5,32,#000000,#000000
54,5,32,#000000,#000000
55,5,32,#000000,#000000
56,5,32,#000000,#000000
57,5,32,#000000,#000000
58,5,32,#000000,#000000
59,5,32,#000000,#000000
60,5,32,#000000,#000000
61,5,32,#000000,#000000
62,5,32,#000000,#000000
63,5,32,#000000,#000000
64,5,32,#000000,#000000
65,5,32,#000000,#000000
66,5,32,#000000,#000000
67,5,32,#000000,#000000
68,5,32,#000000,#000000
69,5,32,#000000,#000000
70,5,32,#000000,#000000
71,5,32,#000000,#000000
72,5,32,#000000,#000000
73,5,32,#000000,#000000
74,5,32,#000000,#000000
75,5,32,#000000,#000000
76,5,32,#000000,#000000
77,5,32,#000000,#000000
78,5,32,#000000,#000000
79,5,32,#000000,#000000
80,5,32,#000000,#000000
81,5,32,#000000,#000000
82,5,32,#000000,#000000
83,5,32,#000000,#000000
84,5,32,#000000,#000000
85,5,32,#000000,#000000
86,5,32,#000000,#000000
87,5,32,#000000,#000000
88,5,32,#000000,#000000
89,5,32,#000000,#000000
90,5,32,#000000,#000000
91,5,32,#000000,#000000
92,5,32,#000000,#000000
93,5,32,#000000,#000000
94,5,32,#000000,#000000
95,5,32,#000000,#000000
96,5,32,#000000,#000000
97,5,32,#000000,#000000
98,5,32,#000000,#000000
99,5,32,#000000,#000000
100,5,32,#000000,#000000
101,5,32,#000000,#000000
102,5,32,#000000,#000000
103,5,32,#000000,#000000
104,5,32,#000000,#000000
105,5,32,#000000,#000000
106,5,32,#000000,#000000
107,5,32,#000000,#000000
108,5,32,#000000,#000000
109,5,32,#000000,#000000
110,5,32,#000000,#000000
111,5,32,#000000,#000000
0,6,32,#000000,#000000
1,6,32,#000000,#000000
2,6,32,#000000,#000000
3,6,32,#000000,#000000
4,6,32,#000000,#000000
5,6,32,#000000,#000000
6,6,32,#000000,#000000
7,6,32,#000000,#000000
8,6,32,#000000,#000000
9,6,32,#000000,#000000
10,6,32,#000000,#000000
11,6,32,#000000,#000000
12,6,32,#000000,#000000
13,6,32,#000000,#000000
14,6,32,#000000,#000000
15,6,32,#000000,#000000
16,6,32,#000000,#000000
17,6,32,#000000,#000000
18,6,32,#000000,#000000
19,6,32,#000000,#000000
20,6,32,#000000,#000000
21,6,32,#000000,#000000
22,6,32,#000000,#000000
23,6,32,#000000,#000000
24,6,32,#000000,#000000
25,6,32,#000000,#000000
26,6,32,#000000,#000000
27,6,32,#000000,#000000
28,6,32,#000000,#000000
29,6,32,#000000,#000000
30,6,32,#000000,#000000
31,6,32,#000000,#000000
32,6,32,#000000,#000000
33,6,32,#000000,#000000
34,6,32,#000000,#000000
35,6,32,#000000,#000000
36,6,32,#000000,#000000
37,6,32,#000000,#000000
38,6,32,#000000,#000000
39,6,32,#000000,#000000
40,6,32,#000000,#000000
41,6,32,#000000,#000000
42,6,32,#000000,#000000
43,6,32,#000000,#000000
44,6,32,#000000,#000000
45,6,32,#000000,#000000
46,6,32,#000000,#000000
47,6,32,#000000,#000000
48,6,32,#000000,#000000
49,6,32,#000000,#000000
50,6,32,#000000,#000000
51,6,32,#000000,#000000
52,6,32,#000000,#000000
53,6,32,#000000,#000000
54,6,32,#000000,#000000
55,6,32,#000000,#000000
56,6,32,#000000,#000000
57,6,32,#000000,#000000
58,6,32,#000000,#000000
59,6,32,#000000,#000000
60,6,32,#000000,#000000
61,6,32,#000000,#000000
62,6,32,#000000,#000000
63,6,32,#000000,#000000
64,6,32,#000000,#000000
65,6,32,#000000,#000000
66,6,32,#000000,#000000
67,6,32,#000000,#000000
68,6,32,#000000,#000000
69,6,32,#000000,#000000
70,6,32,#000000,#000000
71,6,32,#000000,#000000
72,6,32,#000000,#000000
73,6,32,#000000,#000000
74,6,32,#000000,#000000
75,6,32,#000000,#000000
76,6,32,#000000,#000000
77,6,32,#000000,#000000
78,6,32,#000000,#000000
79,6,32,#000000,#000000
80,6,32,#000000,#000000
81,6,32,#000000,#000000
82,6,32,#000000,#000000
83,6,32,#000000,#000000
84,6,32,#000000,#000000
85,6,32,#000000,#000000
86,6,32,#000000,#000000
87,6,32,#000000,#000000
88,6,32,#000000,#000000
89,6,32,#000000,#000000
90,6,32,#000000,#000000
91,6,32,#000000,#000000
92,6,32,#000000,#000000
93,6,32,#000000,#000000
94,6,32,#000000,#000000
95,6,32,#000000,#000000
96,6,32,#000000,#000000
97,6,32,#000000,#000000
98,6,32,#000000,#000000
99,6,32,#000000,#000000
100,6,32,#000000,#000000
101,6,32,#000000,#000000
102,6,32,#000000,#000000
103,6,32,#000000,#000000
104,6,32,#000000,#000000
105,6,32,#000000,#000000
106,6,32,#000000,#000000
107,6,32,#000000,#000000
108,6,32,#000000,#000000
109,6,32,#000000,#000000
110,6,32,#000000,#000000
111,6,32,#000000,#000000
0,7,32,#000000,#000000
1,7,32,#000000,#000000
2,7,32,#000000,#000000
3,7,32,#000000,#000000
4,7,32,#000000,#000000
5,7,32,#000000,#000000
6,7,32,#000000,#000000
7,7,32,#000000,#000000
8,7,32,#000000,#000000
9,7,32,#000000,#000000
10,7,32,#000000,#000000
11,7,32,#000000,#000000
12,7,32,#000000,#000000
13,7,32,#000000,#000000
14,7,32,#000000,#000000
15,7,32,#000000,#000000
16,7,32,#000000,#000000
17,7,32,#000000,#000000
18,7,32,#000000,#000000
19,7,32,#000000,#000000
20,7,32,#000000,#000000
21,7,32,#000000,#000000
22,7,32,#000000,#000000
23,7,32,#000000,#000000
24,7,32,#000000,#000000
25,7,32,#000000,#000000
26,7,32,#000000,#000000
27,7,32,#000000,#000000
28,7,32,#000000,#000000
29,7,32,#000000,#000000
30,7,32,#000000,#000000
31,7,32,#000000,#000000
32,7,32,#000000,#000000
33,7,32,#000000,#000000
34,7,32,#000000,#000000
35,7,32,#000000,#000000
36,7,32,#000000,#000000
37,7,32,#000000,#000000
38,7,32,#000000,#000000
39,7,32,#000000,#000000
40,7,32,#000000,#000000
41,7,32,#000000,#000000
42,7,32,#000000,#000000
43,7,32,#000000,#000000
44,7,32,#000000,#000000
45,7,32,#000000,#000000
46,7,32,#000000,#000000
47,7,32,#000000,#000000
48,7,32,#000000,#000000
49,7,32,#000000,#000000
50,7,32,#000000,#000000
51,7,32,#000000,#000000
52,7,32,#000000,#000000
53,7,32,#000000,#000000
54,7,32,#000000,#000000
55,7,32,#000000,#000000
56,7,32,#000000,#000000
57,7,32,#000000,#000000
58,7,32,#000000,#000000
59,7,32,#000000,#000000
60,7,32,#000000,#000000
61,7,32,#000000,#000000
62,7,32,#000000,#000000
63,7,32,#000000,#000000
64,7,32,#000000,#000000
65,7,32,#000000,#000000
66,7,32,#000000,#000000
67,7,32,#000000,#000000
68,7,32,#000000,#000000
69,7,32,#000000,#000000
70,7,32,#000000,#000000
71,7,32,#000000,#000000
72,7,32,#000000,#000000
73,7,32,#000000,#000000
74,7,32,#000000,#000000
75,7,32,#000000,#000000
76,7,32,#000000,#000000
77,7,32,#000000,#000000
78,7,32,#000000,#000000
79,7,32,#000000,#000000
80,7,32,#000000,#000000
81,7,32,#000000,#000000
82,7,32,#000000,#000000
83,7,32,#000000,#000000
84,7,32,#000000,#000000
85,7,32,#000000,#000000
86,7,32,#000000,#000000
87,7,32,#000000,#000000
88,7,32,#000000,#000000
89,7,32,#000000,#000000
90,7,32,#000000,#000000
91,7,32,#000000,#000000
92,7,32,#000000,#000000
93,7,32,#000000,#000000
94,7,32,#000000,#000000
95,7,32,#000000,#000000
96,7,32,#000000,#000000
97,7,32,#000000,#000000
98,7,32,#000000,#000000
99,7,32,#000000,#000000
100,7,32,#000000,#000000
101,7,32,#000000,#000000
102,7,32,#000000,#000000
103,7,32,#000000,#000000
104,7,32,#000000,#000000
105,7,32,#000000,#000000
106,7,32,#000000,#000000
107,7,32,#000000,#000000
108,7,32,#000000,#000000
109,7,32,#000000,#000000
110,7,32,#000000,#000000
111,7,32,#000000,#000000
0,8,32,#000000,#000000
1,8,32,#000000,#000000
2,8,32,#000000,#000000
3,8,32,#000000,#000000
4,8,32,#000000,#000000
5,8,32,#000000,#000000
6,8,32,#000000,#000000
7,8,32,#000000,#000000
8,8,32,#000000,#000000
9,8,32,#000000,#000000
10,8,32,#000000,#000000
11,8,32,#000000,#000000
12,8,32,#000000,#000000
13,8,32,#000000,#000000
14,8,32,#000000,#000000
15,8,32,#000000,#000000
16,8,32,#000000,#000000
17,8,32,#000000,#000000
18,8,32,#000000,#000000
19,8,32,#000000,#000000
20,8,32,#000000,#000000
21,8,32,#000000,#000000
22,8,32,#000000,#000000
23,8,32,#000000,#000000
24,8,32,#000000,#000000
25,8,32,#000000,#000000
26,8,32,#000000,#000000
27,8,32,#000000,#000000
28,8,32,#000000,#000000
29,8,32,#000000,#000000
30,8,32,#000000,#000000
31,8,32,#000000,#000000
32,8,32,#000000,#000000
33,8,32,#000000,#000000
34,8,32,#000000,#000000
35,8,32,#000000,#000000
36,8,32,#000000,#000000
37,8,32,#000000,#000000
38,8,32,#000000,#000000
39,8,32,#000000,#000000
40,8,32,#000000,#000000
41,8,32,#000000,#000000
42,8,32,#000000,#000000
43,8,32,#000000,#000000
44,8,32,#000000,#000000
45,8,32,#000000,#000000
46,8,32,#000000,#000000
47,8,32,#000000,#000000
48,8,32,#000000,#000000
49,8,32,#000000,#000000
50,8,32,#000000,#000000
51,8,32,#000000,#000000
52,8,32,#000000,#000000
53,8,32,#000000,#000000
54,8,32,#000000,#000000
55,8,32,#000000,#000000
56,8,32,#000000,#000000
57,8,32,#000000,#000000
58,8,32,#000000,#000000
59,8,32,#000000,#000000
60,8,32,#000000,#000000
61,8,32,#000000,#000000
62,8,32,#000000,#000000
63,8,32,#000000,#000000
64,8,32,#000000,#000000
65,8,32,#000000,#000000
66,8,32,#000000,#000000
67,8,32,#000000,#000000
68,8,32,#000000,#000000
69,8,32,#000000,#000000
70,8,32,#000000,#000000
71,8,32,#000000,#000000
72,8,32,#000000,#000000
73,8,32,#000000,#000000
74,8,32,#000000,#000000
75,8,32,#000000,#000000
76,8,32,#000000,#000000
77,8,32,#000000,#000000
78,8,32,#000000,#000000
79,8,32,#000000,#000000
80,8,32,#000000,#000000
81,8,32,#000000,#000000
82,8,32,#000000,#000000
83,8,32,#000000,#000000
84,8,32,#000000,#000000
85,8,32,#000000,#000000
86,8,32,#000000,#000000
87,8,32,#000000,#000000
88,8,32,#000000,#000000
89,8,32,#000000,#000000
90,8,32,#000000,#000000
91,8,32,#000000,#000000
92,8,32,#000000,#000000
93,8,32,#000000,#000000
94,8,32,#000000,#000000
95,8,32,#000000,#000000
96,8,92,#FFFFFF,#000000
97,8,32,#000000,#000000
98,8,32,#000000,#000000
99,8,32,#000000,#000000
100,8,32,#000000,#000000
